id,alt_type,attack,card_bonus,number,command,cost,errata_text,faction,hit_points,keywords,loyalty,name,resource_bonus,shields,text,traits,type,unique,copies,cycle,designer,octgn_id,set,signature_id,starting_cards,starting_resources,planet_material,planet_stronghold,planet_tech,sector,tts_card_key,tts_sheet_id,tts_sheet_position,flavour_text
891,,,,,,,,,,,,Syna-Skull,,,,,Skull,,,Markers and Planets,FFG,a53b9f48-6ae2-4cd7-ba8a-6bfcf47bca3c,Markers and Planets,,,,,,,,,,,
892,,,,,,,,,,,,Initiative Token,,,,,Initiative,,,Markers and Planets,FFG,29133845-cfae-4d83-ba1b-8c7dc3dbbabe,Markers and Planets,,,,,,,,,,,
893,,1,,186,,,,Astra Militarum,2,,,Guardsman,,,,Soldier.,Token,,,Markers and Planets,FFG,68be9030-f0db-4e9f-942f-77b91d115f24,Markers and Planets,,,,,,,,,,,
894,,1,,185,,,,Ork,1,,,Snotlings,,,,Runt.,Token,,,Markers and Planets,FFG,177f3172-7098-4732-868e-afc9f0fb62fa,Markers and Planets,,,,,,,,,,,
895,,1,,187,,,,Chaos,1,,,Cultist,,,"Interrupt: When you deploy a Daemon unit, sacrifice this unit to reduce its cost by 1.",Cultist.,Token,,,Markers and Planets,FFG,532ecbb0-37cc-4805-a88e-5fd8495acbea,Markers and Planets,,,,,,,,,,,
896,,2,,188,,,,Dark Eldar,1,No Attachments.,,Khymera,,,,Creature.,Token,,,Markers and Planets,FFG,85f78832-49b5-4733-9315-7490c54132ec,Markers and Planets,,,,,,,,,,,
897,,1,,64,,,,Tyranid,1,,,Termagant,,,,Creature. Termagant.,Token,,,Markers and Planets,FFG,36d606a9-3d24-441e-87f1-b5ed9aea5bce,Markers and Planets,,,,,,,,,,,
898,bloodied,2,,1,,,,Space Marine,5,Bloodied.,Signature,Captain Cato Sicarius,,,,Soldier. Ultramarines.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
899,,2,,1,,,,Space Marine,6,,Signature,Captain Cato Sicarius,,,"Reaction: After an enemy unit at this planet is destroyed, gain 1 [RESOURCE].",Soldier. Ultramarines.,Warlord,yes,,Core Set,FFG,d8a1bb05-2b03-405b-aa32-4549b2d1d020,Core Set,1,7,7,,,,,,,,
900,bloodied,2,,2,,,,Astra Militarum,5,Bloodied.,Signature,Colonel Straken,,,,Soldier. Catachan.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
901,,2,,2,,,,Astra Militarum,6,,Signature,Colonel Straken,,,Each other Soldier or Warrior unit you control at this planet gets +1 ATK.,Soldier. Catachan.,Warlord,yes,,Core Set,FFG,44aad991-102f-4f6a-a826-16a02f2bd75c,Core Set,2,7,7,,,,,,,,
902,bloodied,2,,3,,,,Ork,5,Bloodied.,Signature,Nazdreg,,,,Warrior. Warboss.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
903,,2,,3,,,,Ork,7,,Signature,Nazdreg,,,Each other unit you control at this planet gains Brutal.,Warrior. Warboss.,Warlord,yes,,Core Set,FFG,efb52dfe-ede5-41aa-97ce-2f4e5e8d562c,Core Set,3,7,7,,,,,,,,
904,bloodied,1,,4,,,,Chaos,5,Bloodied.,Signature,"Zarathur, High Sorcerer",,,,Psyker. Tzeentch.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
905,,1,,4,,,,Chaos,6,,Signature,"Zarathur, High Sorcerer",,,"Interrupt: When damage is assigned to an enemy unit at this planet, increase that damage by 1.",Psyker. Tzeentch.,Warlord,yes,,Core Set,FFG,c8ef7c23-ccb4-487b-a357-2da397c5ef79,Core Set,4,7,7,,,,,,,,
906,bloodied,1,,5,,,,Dark Eldar,5,Bloodied.,Signature,Packmaster Kith,,,,Warrior. Succubus. Wych.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
907,,2,,5,,,,Dark Eldar,6,,Signature,Packmaster Kith,,,"Reaction: After this warlord commits to a planet, put a Khymera token into play at this planet.",Warrior. Succubus. Wych.,Warlord,yes,,Core Set,FFG,296b5042-953c-4164-a7c5-6b598ae6f439,Core Set,5,7,7,,,,,,,,
908,bloodied,1,,6,,,,Eldar,6,Bloodied.,Signature,Eldorath Starbane,,,,Psyker. Alaitoc.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
909,,1,,6,,,,Eldar,7,,Signature,Eldorath Starbane,,,"Reaction: After this warlord commits to a planet, exhaust a target non-warlord unit at that planet.",Psyker. Alaitoc.,Warlord,yes,,Core Set,FFG,68c515b1-a97a-4246-8de5-873a23f6fe0e,Core Set,6,7,7,,,,,,,,
910,bloodied,1,,7,,,,Tau,5,Bloodied.,Signature,Commander Shadowsun,,,,Soldier. Shas'o.,Warlord,yes,,Core Set,FFG,,Core Set,,,,,,,,,,,
911,,1,,7,,,,Tau,7,,Signature,Commander Shadowsun,,,"Reaction: After this warlord commits to a planet, put a [TAU] attachment with printed cost 2 or lower or 'Shadowsun's Stealth Cadre' from your hand or discard pile into play attached to an eligible unit at this planet.",Soldier. Shas'o.,Warlord,yes,,Core Set,FFG,dca1c8cd-4d4f-4414-9cf1-91554571b689,Core Set,7,7,7,,,,,,,,
912,,2,,8,1,3,,Space Marine,3,,Signature,Sicarius's Chosen,,,"Reaction: After this unit enters play, move a target enemy army unit at an adjacent planet to this planet and deal it 1 damage.",Soldier. Ultramarines.,Army,,4,Core Set,FFG,238ef37b-aed9-4e29-943a-173654955fe8,Core Set,1,,,,,,,,,,
913,,,,9,,2,,Space Marine,,,Signature,Cato's Stronghold,,,"Reaction: After an enemy unit is destroyed, exhaust this support to ready a target [SPACE MARINE] unit at the same planet.",Location.,Support,,1,Core Set,FFG,b7e2135b-2e04-4d0b-a448-d548c1c5f4e8,Core Set,1,,,,,,,,,,
914,,,,10,,2,,Space Marine,,,Signature,The Fury of Sicarius,,1,"Reaction: After a [SPACE MARINE] unit damages an enemy non-warlord unit by an attack, destroy the attacked unit.",Tactic.,Event,,2,Core Set,FFG,062ac44d-4e71-4d41-b60e-72df94e71eb6,Core Set,1,,,,,,,,,,
915,,,,11,,1,,Space Marine,,,Signature,Tallassarian Tempest Blade,,3,Limit 1 [R]elic per player. Attach to a unique unit. Attached unit gets +1 ATK and gains Armorbane.,Relic. Weapon.,Attachment,yes,1,Core Set,FFG,c6e6862d-85f3-4666-882c-ef7ec333c392,Core Set,1,,,,,,,,,,
916,,2,,12,1,1,,Space Marine,1,,,10th Company Scout,,,,Scout. Ultramarines.,Army,,,Core Set,FFG,a7ca6ea4-819d-4892-88e5-9af7187f632f,Core Set,,,,,,,,,,,
917,,1,,13,1,2,,Space Marine,3,Area Effect (1).,,Tactical Squad Cardinis,,,,Soldier. Ultramarines.,Army,,,Core Set,FFG,c2064bcf-4093-4b6d-bfc5-dceb167e94a3,Core Set,,,,,,,,,,,
918,,4,,14,1,3,,Space Marine,2,,Loyal,Honored Librarian,,,Enemy units cannot attack this unit while you control a unit not named 'Honored Librarian' at this planet.,Psyker. Ultramarines.,Army,,,Core Set,FFG,bd682398-d9eb-4815-9e7b-f1bc479c752e,Core Set,,,,,,,,,,,
919,,3,,15,1,3,,Space Marine,3,,,Blood Angels Veterans,,,"While this unit is ready, it gains, 'Reaction: After this unit is assigned damage, prevent 1 of that damage.'",Soldier. Blood Angels.,Army,,,Core Set,FFG,4447cbf3-de37-40a6-92a1-17cc885f85be,Core Set,,,,,,,,,,,
920,,3,,16,1,4,,Space Marine,3,Area Effect (2).,,Daring Assault Squad,,,,Soldier. Blood Angels.,Army,,,Core Set,FFG,0e95550a-d75e-4e3c-b1c2-c464c7a167dc,Core Set,,,,,,,,,,,
921,,3,,17,3,5,,Space Marine,7,No Wargear Attachments.,,Land Raider,,,Non-Vehicle units you control at this planet cannot be targeted by enemy card abilities.,Vehicle. Tank. Elite.,Army,,,Core Set,FFG,463ac586-1979-49cb-8e1e-f41e40991baf,Core Set,,,,,,,,,,,
922,,8,,18,,6,,Space Marine,8,No Wargear Attachments.,Loyal,Ultramarines Dreadnought,,,,Vehicle. Ultramarines. Elite.,Army,,,Core Set,FFG,af63c352-05a5-4991-a5c1-15b3d24f67dd,Core Set,,,,,,,,,,,
923,,2,,19,2,3,,Space Marine,3,,Loyal,Veteran Brother Maxos,,,Combat Action: Pay the printed cost of a [SPACE MARINE] unit in your hand to put it into play at this planet.,Soldier. Ultramarines.,Army,yes,,Core Set,FFG,4f94a309-2bfa-4f0d-b3a4-616815deb316,Core Set,,,,,,,,,,,
924,,2,,20,,1,,Space Marine,1,Ambush.,,Eager Recruit,,,,Scout. Ultramarines.,Army,,,Core Set,FFG,30cf32f0-c024-4a15-9390-8f291f6cc64b,Core Set,,,,,,,,,,,
925,,1,,21,1,3,,Space Marine,3,,,Iron Hands Techmarine,,,This unit gains 1 command icon for each enemy unit at this planet.,Soldier. Iron Hands.,Army,,,Core Set,FFG,75bd7d73-c8b3-41e9-9de1-93b17bdb4e25,Core Set,,,,,,,,,,,
926,,3,,22,2,4,,Space Marine,3,No Wargear Attachments. Flying.,,Raven Guard Speeder,,,,Vehicle. Raven Guard.,Army,,,Core Set,FFG,481fcfd4-2874-4b43-b0c4-be43fc24894f,Core Set,,,,,,,,,,,
927,,2,,23,4,5,,Space Marine,9,,Loyal,Deathwing Guard,,,,Soldier. Dark Angels. Elite.,Army,,,Core Set,FFG,1a4c669a-2eff-4f33-9580-d49e820b76cc,Core Set,,,,,,,,,,,
928,,,,24,,2,,Space Marine,,,Loyal,Drop Pod Assault,,2,"Combat Action: Target a planet where a battle is taking place. Search the top 6 cards of your deck for a [SPACE MARINE] unit with printed cost 3 or lower. Put that unit into play at the targeted planet, and place the remaining cards on the bottom of your deck in any order.",Tactic.,Event,,,Core Set,FFG,57654a17-cd12-456b-9379-00b5b87de36a,Core Set,,,,,,,,,,,
929,,,,25,,1,,Space Marine,,,,Indomitable,,1,"Reaction: After a [SPACE MARINE] unit is assigned damage by an attack, prevent all of that damage.",Power.,Event,,,Core Set,FFG,9bb7fee7-1b1a-4e4a-acf1-d7deb14b6c7d,Core Set,,,,,,,,,,,
930,,,,26,,3,,Space Marine,,,,Exterminatus,,1,Deploy Action: Destroy all non-unique units at a target non-first planet.,Tactic.,Event,,,Core Set,FFG,9ba6f965-7bb0-44d2-af8a-54175399a3c8,Core Set,,,,,,,,,,,
931,,,,27,,1,,Space Marine,,,,Godwyn Pattern Bolter,,1,"Attach to an army unit. Attached unit gets +1 ATK, +1 HP, and ignores the Flying keyword on enemy units while it is attacking.",Wargear. Weapon.,Attachment,,,Core Set,FFG,e9cf7f6e-35e9-4a66-8344-856598da5b10,Core Set,,,,,,,,,,,
932,,,,28,,3,,Space Marine,,,Loyal,Iron Halo,,2,"Limit 1 [R]elic per player. Attach to a unique unit. Reaction: After attached unit is assigned damage by an attack, exhaust this attachment to prevent all of that damage.",Relic. Wargear.,Attachment,,,Core Set,FFG,2fd923cf-a639-4b47-bbc3-91cfddf429d6,Core Set,,,,,,,,,,,
933,,,,29,,1,,Space Marine,,Limited.,,Fortress-Monastery,,,"Interrupt: When you deploy a [SPACE MARINE] unit, exhaust this support to reduce that unit's cost by 1.",Location.,Support,yes,,Core Set,FFG,588b2aa8-d5ab-4887-be7a-707d3db16775,Core Set,,,,,,,,,,,
934,,,,30,,2,,Space Marine,,,,Holy Sepulchre,,,"Reaction: After a [SPACE MARINE] unit enters your discard pile from play, exhaust this support to return that unit to your hand.",Location.,Support,,,Core Set,FFG,3f8c1ccf-0b50-4931-8eca-2e72832ff8f5,Core Set,,,,,,,,,,,
935,,2,,31,1,2,,Astra Militarum,2,,Signature,Straken's Command Squad,,,"Interrupt: When this unit leaves play, put a Guardsman token into play at the same planet.",Soldier. Catachan.,Army,,4,Core Set,FFG,5a51f6fc-80ba-4888-b1c7-562301f5c55b,Core Set,2,,,,,,,,,,
936,,,,32,,2,,Astra Militarum,,,Signature,Omega Zero Command,,,"Reaction: After you win a command struggle, put a Guardsman token into play at that planet.",Location.,Support,,1,Core Set,FFG,9f3c57be-cd85-4204-9a24-8ebea32491db,Core Set,2,,,,,,,,,,
937,,,,33,,1,,Astra Militarum,,,Signature,Glorious Intervention,,1,"Reaction: Reaction: After a unit is assigned damage by an attack, sacrifice a Soldier or Warrior unit at the same planet to prevent all of that damage. Then, deal X damage to the attacker. X is the sacrificed unit's printed ATK value.",Tactic.,Event,,2,Core Set,FFG,f90b98e7-20ac-405d-86d6-d3b67fc7b5f3,Core Set,2,,,,,,,,,,
938,,,,34,,1,,Astra Militarum,,,Signature,Straken'Â’s Cunning,,3,"Attach to an army unit. Attached unit gets +1 ATK. Interrupt: When attached unit leaves play, draw 3 cards.",Skill.,Attachment,,1,Core Set,FFG,00229e5d-e1c4-41b7-9f3b-11ab6e893255,Core Set,2,,,,,,,,,,
939,,1,,35,1,1,,Astra Militarum,1,Ranged.,,Ratling Deadeye,,,,Scout. Abhuman.,Army,,,Core Set,FFG,9f84295c-aae1-46c9-84c5-dd366d0e5aa6,Core Set,,,,,,,,,,,
940,,1,,36,2,3,,Astra Militarum,3,Ranged.,Loyal,Cadian Mortar Squad,,,"Reaction: After an army unit you control at this planet leaves play, ready this unit.",Soldier. Cadia.,Army,,,Core Set,FFG,4134faa4-24ab-4845-b3a7-c86b28cb8fcc,Core Set,,,,,,,,,,,
941,,0,,37,2,2,,Astra Militarum,4,,,Sanctioned Psyker,,,,Psyker.,Army,,,Core Set,FFG,046489fb-1431-46ed-b14b-76b72912b869,Core Set,,,,,,,,,,,
942,,4,,38,4,5,,Astra Militarum,6,No Wargear Attachments.,Loyal,Leman Russ Battle Tank,,,,Vehicle. Tank. Elite.,Army,,,Core Set,FFG,b379cec9-5206-4072-bc67-26e581ecd7d0,Core Set,,,,,,,,,,,
943,,3,,39,2,4,,Astra Militarum,3,No Wargear Attachments. Area Effect (1).,,Mordian Hellhound,,,,Vehicle. Tank. Mordia.,Army,,,Core Set,FFG,6dd011fb-537f-4504-9deb-9526a6efe706,Core Set,,,,,,,,,,,
944,,4,,40,1,4,,Astra Militarum,4,No Wargear Attachments. Flying.,,Assault Valkyrie,,,,Vehicle. Transport.,Army,,,Core Set,FFG,7b54c692-e055-4682-877e-4af8ac9a06d2,Core Set,,,,,,,,,,,
945,,2,,41,1,2,,Astra Militarum,2,Immune to ennemy events.,,Stalwart Ogryn,,,,Warrior. Abhuman.,Army,,,Core Set,FFG,77b61766-50e2-4784-ba9f-5c9506bb0b9a,Core Set,,,,,,,,,,,
946,,2,,42,2,3,,Astra Militarum,3,,Loyal,Captain Markis,,,Action: Sacrifice an [ASTRA MILITARUM] unit at this planet to exhaust a target non-warlord unit at this planet. (Limit once per phase.),Soldier. Officer. Vostroya.,Army,yes,,Core Set,FFG,a09cd6e6-3b0b-48ea-870c-3883eb27c865,Core Set,,,,,,,,,,,
947,,2,,43,,2,,Astra Militarum,2,,Loyal,Enginseer Augur,,,"Interrupt: When this unit leaves play, search the top 6 cards of your deck for an [ASTRA MILITARUM] support card with printed cost 2 or lower. Put that card into play at your HQ, and place the remaining cards on the bottom of your deck in any order.",Scholar. Tech-Priest.,Army,,,Core Set,FFG,eaa35382-2175-4e2c-b3c0-93903807645c,Core Set,,,,,,,,,,,
948,,1,,44,,0,,Astra Militarum,1,,,Penal Legionnaire,,,,Conscript. Ally.,Army,,,Core Set,FFG,9b121eb6-7980-4b21-99c3-86be7a664dd9,Core Set,,,,,,,,,,,
949,,0,,45,,4,,Astra Militarum,5,,,Infantry Conscripts,,,This unit gets +2 ATK for each support you control.,Conscript.,Army,,,Core Set,FFG,3fc0e9c3-ea6c-417c-bf9e-c6b9aa8673b7,Core Set,,,,,,,,,,,
950,,2,,46,,2,,Astra Militarum,1,,,Elysian Assault Team,,,"Interrupt: When a Soldier or Warrior unit you control leaves play from a planet, put this unit into play from your hand at the same planet.",Soldier. Elysia.,Army,,,Core Set,FFG,976dcf70-0ed8-41fc-993f-ab82af516596,Core Set,,,,,,,,,,,
951,,,,47,,1,,Astra Militarum,,,Loyal,Preemptive Barrage,,2,Combat Action: Target up to 3 [ASTRA MILITARUM] units you control at the same planet. Each targeted unit gains Ranged until the end of the phase.,Tactic.,Event,,,Core Set,FFG,6c0e0498-635e-429f-a32e-2b45fc117c3d,Core Set,,,,,,,,,,,
952,,,,48,,0,,Astra Militarum,,,,Suppressive Fire,,1,Combat Action: Exhaust a unit you control to exhaust a target non-warlord unit at the same planet.,Tactic.,Event,,,Core Set,FFG,6dda532f-e393-40c2-b601-ce3e69cc83d4,Core Set,,,,,,,,,,,
953,,,,49,,1,,Astra Militarum,,,,Hostile Environment Gear,,1,Attach to an army unit. Attached unit gets +3 HP.,Wargear. Armor.,Attachment,,,Core Set,FFG,94a9ab51-a6b3-4ce7-8729-f00dc97a306a,Core Set,,,,,,,,,,,
954,,,,50,,0,,Astra Militarum,,,Loyal,Bodyguard,,2,"Attach to an army unit you control. Forced Reaction: After a unit you control is assigned damage by an attack at this planet, reassign 1 of that damage to attached unit.",Condition.,Attachment,,,Core Set,FFG,280efedb-62d6-4023-819a-57ded3bc495e,Core Set,,,,,,,,,,,
955,,,,51,,1,,Astra Militarum,,Limited.,,Imperial Bunker,,,"Interrupt: When you deploy an [ASTRA MILITARUM] unit, exhaust this support to reduce that unit's cost by 1.",Location.,Support,yes,,Core Set,FFG,9a541f6b-85ec-4daf-acbb-8ae194f4502c,Core Set,,,,,,,,,,,
956,,,,52,,1,,Astra Militarum,,,Loyal,Rockcrete Bunker,,,"If this card has 4 or more damage on it, sacrifice it. Reaction: After damage is assigned to a unit you control, exhaust this support to reassign 1 of that damage to this support.",Upgrade.,Support,,,Core Set,FFG,e7798bc3-8e4f-4c65-9ccc-8e4c9e7e903b,Core Set,,,,,,,,,,,
957,,,,53,,2,,Astra Militarum,,,,Catachan Outpost,,,Combat Action: Exhaust this support to give a target unit +2 ATK for its next attack this phase.,Location.,Support,,,Core Set,FFG,e6171226-d96b-495a-aa14-f9a21f935fa9,Core Set,,,,,,,,,,,
958,,2,,54,1,3,,Ork,4,,Signature,Nazdreg's Flash Gitz,,,Combat Action: Deal this unit 1 damage to ready it. (Limit once per phase.),Warrior. Nob.,Army,,4,Core Set,FFG,55f3baf6-9c13-44d9-af8d-8f29a918d27d,Core Set,3,,,,,,,,,,
959,,,,55,,2,,Ork,,,Signature,Kraktoof Hall,,,Combat Action: Exhaust this support to move 1 damage from a target unit you control to another target unit at the same planet.,Location.,Support,,1,Core Set,FFG,a3eb45a1-b3fc-48d7-81d0-aea8ffba9347,Core Set,3,,,,,,,,,,
960,,,,56,,0,,Ork,,,Signature,Bigga is Betta,,1,"Interrupt: When you deploy an [ORK] unit, reduce its cost by 2. Deal 1 damage to that unit after it enters play.",Tactic.,Event,,2,Core Set,FFG,4ca03430-4935-4f2e-b537-1e96b1177908,Core Set,3,,,,,,,,,,
961,,,,57,,1,,Ork,,,Signature,Cybork Body,,3,Attach to an army unit. Double attached unit's HP.,Wargear. Bionics.,Attachment,,1,Core Set,FFG,abc84c34-23d9-495e-a29d-7bcef04ed180,Core Set,3,,,,,,,,,,
962,,1,,58,,0,,Ork,1,,,Sniveling Grot,,,,Runt. Ally.,Army,,,Core Set,FFG,477a3841-cbb3-4be0-96b5-5c7b5de8da85,Core Set,,,,,,,,,,,
963,,6,,59,,5,,Ork,6,,Loyal,Goff Nob,,,,Warrior. Nob. Elite.,Army,,,Core Set,FFG,74d07f14-b501-4231-bf33-dc90c220d7e0,Core Set,,,,,,,,,,,
964,,2,,60,1,3,,Ork,4,,Loyal,Weirdboy Maniak,,,"Reaction: After this unit enters play, deal 1 damage to each other unit at this planet.",Psyker. Oddboy,Army,,,Core Set,FFG,bbca0be6-0f2c-4c39-afc7-59513e286025,Core Set,,,,,,,,,,,
965,,3,,61,2,4,,Ork,4,,,Tankbusta Bommaz,,,This unit deals double damage to enemy Vehicle units.,Warrior. Boyz.,Army,,,Core Set,FFG,81c92dee-542f-4980-b2dc-03b2af9a7cf5,Core Set,,,,,,,,,,,
966,,2,,62,2,4,,Ork,5,No Wargear Attachments. Brutal.,Loyal,Rugged Killa Kans,,,,Vehicle. Walker.,Army,,,Core Set,FFG,5bcc575d-c0d9-4a73-92f6-d0280ef752b7,Core Set,,,,,,,,,,,
967,,0,,63,1,2,,Ork,5,Brutal.,Loyal,Enraged Ork,,,,Warrior. Boyz.,Army,,,Core Set,FFG,f5df0e57-5626-45b6-ba66-3c4ea5d85b82,Core Set,,,,,,,,,,,
968,,2,,64,2,3,,Ork,3,,Loyal,Crushface,,,"Interrupt: When you deploy another Ork unit at this planet, reduce its cost by 1.",Warrior. Nob.,Army,yes,,Core Set,FFG,11b3c0af-d87b-4321-8944-58729634f828,Core Set,,,,,,,,,,,
969,,1,,65,1,2,,Ork,4,,,Bad Dok,,,This unit gains 3 command icons while it is damaged.,Oddboy. Nob.,Army,,,Core Set,FFG,2d6f27eb-6911-47a6-bc3f-d9aa3317bccd,Core Set,,,,,,,,,,,
970,,2,,66,1,2,,Ork,2,,,Rokkitboy,,,Each enemy unit at this planet loses the Flying keyword.,Warrior. Boyz.,Army,,,Core Set,FFG,36d772af-acc7-4c8d-a0b6-e49e487955ea,Core Set,,,,,,,,,,,
971,,0,,67,,1,,Ork,2,,,Goff Boyz,,,This unit gets +3 ATK while it is at the first planet.,Warrior. Boyz. Ally.,Army,,,Core Set,FFG,68ac369a-3e20-4ca6-81c3-cce74cb8f8b0,Core Set,,,,,,,,,,,
972,,2,,68,1,1,,Ork,1,,,Shoota Mob,,,,Warrior. Boyz.,Army,,,Core Set,FFG,a557d417-27a9-4e4d-8548-652eec044c66,Core Set,,,,,,,,,,,
973,,5,,69,1,4,,Ork,3,,,Burna Boyz,,,"Reaction: After this unit declares an attack against an enemy unit, deal 1 damage to a different enemy unit at the same planet.",Warrior. Boyz.,Army,,,Core Set,FFG,7ba827c4-b65c-4755-8fe6-95e07a2754f5,Core Set,,,,,,,,,,,
974,,,,70,,3,,Ork,,,Loyal,Battle Cry,,2,Play only during a battle. Combat Action: Each [F] unit you control gets +2 ATK until the end of the battle.,Power.,Event,,,Core Set,FFG,7903c56f-12c8-4cc3-b430-513759728417,Core Set,,,,,,,,,,,
975,,,,71,,2,,Ork,,,,Snotling Attack,,1,Deploy Action: Put 4 Snotlings tokens into play divided among any number of planets.,Tactic.,Event,,,Core Set,FFG,c10768e9-6aa2-49fe-897a-91b124366821,Core Set,,,,,,,,,,,
976,,,,72,,2,,Ork,,,,Squig Bombin',,1,Action: Destroy a target support card.,Tactic.,Event,,,Core Set,FFG,b23532ec-701e-4d34-82db-817b6f6a11f7,Core Set,,,,,,,,,,,
977,,,,73,,1,,Ork,,,,Rokkit Launcha,,1,Attach to an army unit. Attached unit gains Ranged.,Wargear. Weapon.,Attachment,,,Core Set,FFG,749374d5-0885-4d63-9498-d7be0e1ce90c,Core Set,,,,,,,,,,,
